rownames	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	geneid	species
Ssus11-SMPX.5	1.90E-44	-0.556747482	0.065	0.265	2.92E-40	5	Ssus11-SMPX	SMPX	Suss11
Ssus11-HSPD1.3	2.28E-44	-0.500736077	0.263	0.489	3.51E-40	5	Ssus11-HSPD1	HSPD1	Suss11
Ssus11-BID	2.37E-44	0.288864195	0.285	0.127	3.65E-40	5	Ssus11-BID	BID	Suss11
Ssus11-MGP.3	1.19E-43	-0.717564122	0.997	0.995	1.83E-39	5	Ssus11-MGP	MGP	Suss11
Ssus11-PTPRC.2	1.51E-43	0.351653956	0.362	0.186	2.33E-39	5	Ssus11-PTPRC	PTPRC	Suss11
Ssus11-PRDX1.5	2.42E-43	0.368698137	0.857	0.709	3.72E-39	5	Ssus11-PRDX1	PRDX1	Suss11
Ssus11-ENSSSCG00000035293.3	2.47E-43	-1.035786627	0.698	0.806	3.80E-39	5	Ssus11-ENSSSCG00000035293	ENSSSCG00000035293	Suss11
Ssus11-NDUFA1.5	3.01E-43	-0.537835788	0.176	0.384	4.63E-39	5	Ssus11-NDUFA1	NDUFA1	Suss11
Ssus11-CYCS.4	4.24E-43	-0.653840532	0.361	0.558	6.53E-39	5	Ssus11-CYCS	CYCS	Suss11
Ssus11-ENSSSCG00000032003.3	4.35E-43	0.360513884	0.85	0.707	6.70E-39	5	Ssus11-ENSSSCG00000032003	ENSSSCG00000032003	Suss11
Ssus11-CMYA5.4	5.76E-43	-0.389647323	0.033	0.219	8.87E-39	5	Ssus11-CMYA5	CMYA5	Suss11
Ssus11-NKG7.3	6.08E-43	0.305289061	0.403	0.211	9.37E-39	5	Ssus11-NKG7	NKG7	Suss11
Ssus11-ENSSSCG00000039656.4	2.59E-42	0.365556143	0.522	0.321	4.00E-38	5	Ssus11-ENSSSCG00000039656	ENSSSCG00000039656	Suss11
Ssus11-ENSSSCG00000013260.3	3.01E-42	0.370476515	0.832	0.679	4.64E-38	5	Ssus11-ENSSSCG00000013260	ENSSSCG00000013260	Suss11
GRCh38-MYH7.5	3.73E-42	-1.705049383	0.085	0.285	5.74E-38	5	GRCh38-MYH7	MYH7	GRCh38
Ssus11-SRL.5	3.87E-42	-0.500911438	0.072	0.265	5.96E-38	5	Ssus11-SRL	SRL	Suss11
Ssus11-MYH7B.5	4.31E-42	-0.504839811	0.079	0.274	6.65E-38	5	Ssus11-MYH7B	MYH7B	Suss11
GRCh38-MYL7.5	1.27E-41	-2.058641191	0.192	0.411	1.96E-37	5	GRCh38-MYL7	MYL7	GRCh38
Ssus11-CCN1.4	1.38E-41	-0.468294199	0.179	0.397	2.13E-37	5	Ssus11-CCN1	CCN1	Suss11
Ssus11-FUNDC1	1.41E-41	0.256153529	0.298	0.138	2.17E-37	5	Ssus11-FUNDC1	FUNDC1	Suss11
Ssus11-PDE4DIP.5	4.36E-41	-0.453764995	0.072	0.262	6.72E-37	5	Ssus11-PDE4DIP	PDE4DIP	Suss11
Ssus11-LIPA.2	4.39E-41	0.370222801	0.539	0.342	6.76E-37	5	Ssus11-LIPA	LIPA	Suss11
Ssus11-ENSSSCG00000032129.5	5.02E-41	-0.691276569	0.67	0.786	7.73E-37	5	Ssus11-ENSSSCG00000032129	ENSSSCG00000032129	Suss11
Ssus11-CD68.4	5.71E-41	0.371546575	0.495	0.3	8.80E-37	5	Ssus11-CD68	CD68	Suss11
Ssus11-EIF4A2.1	6.93E-41	-0.394779859	0.305	0.525	1.07E-36	5	Ssus11-EIF4A2	EIF4A2	Suss11
Ssus11-PLSCR4.4	8.87E-41	-0.369792874	0.067	0.26	1.37E-36	5	Ssus11-PLSCR4	PLSCR4	Suss11
Ssus11-TPM4.3	8.99E-41	0.345524496	0.928	0.776	1.38E-36	5	Ssus11-TPM4	TPM4	Suss11
Ssus11-RARRES1.3	1.11E-40	0.321453044	0.374	0.194	1.71E-36	5	Ssus11-RARRES1	RARRES1	Suss11
Ssus11-LRP10.1	1.20E-40	0.364979617	0.545	0.36	1.85E-36	5	Ssus11-LRP10	LRP10	Suss11
Ssus11-CLU.4	2.17E-40	0.421231243	0.966	0.889	3.34E-36	5	Ssus11-CLU	CLU	Suss11
Ssus11-RNH1.3	3.72E-40	0.354388933	0.772	0.619	5.73E-36	5	Ssus11-RNH1	RNH1	Suss11
Ssus11-UQCR10.4	4.98E-40	-0.578510838	0.481	0.643	7.67E-36	5	Ssus11-UQCR10	UQCR10	Suss11
Ssus11-CILP.5	5.04E-40	-0.736581125	0.167	0.369	7.76E-36	5	Ssus11-CILP	CILP	Suss11
Ssus11-EVL	5.87E-40	0.353333288	0.432	0.252	9.04E-36	5	Ssus11-EVL	EVL	Suss11
Ssus11-ENSSSCG00000032503.5	8.29E-40	-0.415941625	0.011	0.175	1.28E-35	5	Ssus11-ENSSSCG00000032503	ENSSSCG00000032503	Suss11
Ssus11-ENSSSCG00000036618.2	8.85E-40	0.406857952	0.725	0.556	1.36E-35	5	Ssus11-ENSSSCG00000036618	ENSSSCG00000036618	Suss11
Ssus11-CNIH4	9.44E-40	0.279164946	0.332	0.168	1.45E-35	5	Ssus11-CNIH4	CNIH4	Suss11
Ssus11-COX7C.5	1.53E-39	-0.787529498	0.92	0.95	2.36E-35	5	Ssus11-COX7C	COX7C	Suss11
Ssus11-MARCKS.3	2.32E-39	0.421125662	0.629	0.45	3.58E-35	5	Ssus11-MARCKS	MARCKS	Suss11
Ssus11-ASPN.4	2.43E-39	-0.705781205	0.696	0.808	3.75E-35	5	Ssus11-ASPN	ASPN	Suss11
Ssus11-CITED1.4	3.15E-39	-0.283745793	0.007	0.168	4.84E-35	5	Ssus11-CITED1	CITED1	Suss11
Ssus11-TXNIP.4	3.16E-39	-0.57537263	0.236	0.437	4.87E-35	5	Ssus11-TXNIP	TXNIP	Suss11
Ssus11-ENSSSCG00000000576.5	3.26E-39	-0.996800788	0.803	0.85	5.02E-35	5	Ssus11-ENSSSCG00000000576	ENSSSCG00000000576	Suss11
Ssus11-RYR2.4	3.95E-39	-0.334134474	0.022	0.19	6.09E-35	5	Ssus11-RYR2	RYR2	Suss11
Ssus11-ND3.4	4.65E-39	-0.807670312	0.686	0.796	7.16E-35	5	Ssus11-ND3	ND3	Suss11
Ssus11-CYTH4.1	5.98E-39	0.26739882	0.339	0.171	9.21E-35	5	Ssus11-CYTH4	CYTH4	Suss11
Ssus11-HSPB6.4	6.56E-39	-0.507949495	0.428	0.62	1.01E-34	5	Ssus11-HSPB6	HSPB6	Suss11
Ssus11-ENSSSCG00000034555.2	6.67E-39	0.326356947	0.381	0.205	1.03E-34	5	Ssus11-ENSSSCG00000034555	ENSSSCG00000034555	Suss11
Ssus11-GNLY.1	7.72E-39	0.298204858	0.239	0.1	1.19E-34	5	Ssus11-GNLY	GNLY	Suss11
Ssus11-SFRP2.4	1.23E-38	0.334177674	0.954	0.738	1.90E-34	5	Ssus11-SFRP2	SFRP2	Suss11
Ssus11-CAPNS1.4	1.75E-38	0.333773262	0.842	0.735	2.69E-34	5	Ssus11-CAPNS1	CAPNS1	Suss11
Ssus11-UQCRQ.5	1.79E-38	-0.59771515	0.522	0.674	2.75E-34	5	Ssus11-UQCRQ	UQCRQ	Suss11
Ssus11-ASB2.5	2.31E-38	-0.352766948	0.03	0.2	3.55E-34	5	Ssus11-ASB2	ASB2	Suss11
Ssus11-COX6A1.3	3.07E-38	0.332916958	0.88	0.8	4.72E-34	5	Ssus11-COX6A1	COX6A1	Suss11
Ssus11-TNXB.4	4.06E-38	-0.513164066	0.195	0.41	6.25E-34	5	Ssus11-TNXB	TNXB	Suss11
GRCh38-HSPA1A.5	4.18E-38	-1.672178216	0	0.152	6.45E-34	5	GRCh38-HSPA1A	HSPA1A	GRCh38
Ssus11-ABLIM1.4	8.53E-38	-0.360817831	0.05	0.228	1.31E-33	5	Ssus11-ABLIM1	ABLIM1	Suss11
Ssus11-HADHB.5	9.24E-38	-0.585273933	0.202	0.392	1.42E-33	5	Ssus11-HADHB	HADHB	Suss11
Ssus11-ENSSSCG00000001927.3	1.16E-37	0.354731551	0.763	0.624	1.78E-33	5	Ssus11-ENSSSCG00000001927	ENSSSCG00000001927	Suss11
Ssus11-PAM.4	1.94E-37	-0.486239225	0.295	0.492	2.99E-33	5	Ssus11-PAM	PAM	Suss11
Ssus11-HCLS1.3	2.05E-37	0.298732107	0.38	0.207	3.15E-33	5	Ssus11-HCLS1	HCLS1	Suss11
Ssus11-MYOM1.4	3.04E-37	-0.367552131	0.061	0.238	4.68E-33	5	Ssus11-MYOM1	MYOM1	Suss11
Ssus11-SLA-DMA.1	3.47E-37	0.284756262	0.414	0.233	5.35E-33	5	Ssus11-SLA-DMA	SLA-DMA	Suss11
Ssus11-SLC25A38	5.23E-37	0.257204821	0.244	0.109	8.05E-33	5	Ssus11-SLC25A38	SLC25A38	Suss11
Ssus11-HSPE1.3	5.52E-37	-0.416004375	0.437	0.636	8.50E-33	5	Ssus11-HSPE1	HSPE1	Suss11
Ssus11-CD36.4	5.94E-37	-0.388429527	0.128	0.32	9.15E-33	5	Ssus11-CD36	CD36	Suss11
Ssus11-ZNF106.4	8.04E-37	-0.3207838	0.048	0.224	1.24E-32	5	Ssus11-ZNF106	ZNF106	Suss11
Ssus11-DNAJA1.4	8.44E-37	-0.534284007	0.461	0.628	1.30E-32	5	Ssus11-DNAJA1	DNAJA1	Suss11
Ssus11-NDUFA8.5	9.38E-37	-0.487019286	0.312	0.503	1.44E-32	5	Ssus11-NDUFA8	NDUFA8	Suss11
Ssus11-ENSSSCG00000003261.4	1.07E-36	-0.454099282	0.559	0.704	1.64E-32	5	Ssus11-ENSSSCG00000003261	ENSSSCG00000003261	Suss11
Ssus11-TECRL.4	1.07E-36	-0.305752817	0.019	0.178	1.65E-32	5	Ssus11-TECRL	TECRL	Suss11
Ssus11-HOMER2.5	1.09E-36	-0.448112944	0.07	0.248	1.68E-32	5	Ssus11-HOMER2	HOMER2	Suss11
Ssus11-EMP3.3	1.51E-36	0.332578799	0.575	0.375	2.32E-32	5	Ssus11-EMP3	EMP3	Suss11
Ssus11-FUS.1	1.79E-36	0.331774659	0.552	0.366	2.76E-32	5	Ssus11-FUS	FUS	Suss11
Ssus11-ENSSSCG00000033734.4	2.77E-36	0.373125398	0.738	0.58	4.27E-32	5	Ssus11-ENSSSCG00000033734	ENSSSCG00000033734	Suss11
Ssus11-ENSSSCG00000036306.3	3.39E-36	-0.288260632	0.006	0.156	5.22E-32	5	Ssus11-ENSSSCG00000036306	ENSSSCG00000036306	Suss11
Ssus11-PGAM2.5	3.83E-36	-0.454454272	0.103	0.284	5.90E-32	5	Ssus11-PGAM2	PGAM2	Suss11
Ssus11-MDH2.5	4.06E-36	-0.597484093	0.332	0.507	6.25E-32	5	Ssus11-MDH2	MDH2	Suss11
Ssus11-ARPC3.4	5.81E-36	0.355978234	0.661	0.497	8.95E-32	5	Ssus11-ARPC3	ARPC3	Suss11
Ssus11-NRAP.5	6.65E-36	-0.452456899	0.078	0.254	1.02E-31	5	Ssus11-NRAP	NRAP	Suss11
Ssus11-NDUFB5.5	7.24E-36	-0.473009082	0.283	0.47	1.12E-31	5	Ssus11-NDUFB5	NDUFB5	Suss11
Ssus11-ENSSSCG00000007554.3	8.19E-36	-0.465255301	0.097	0.274	1.26E-31	5	Ssus11-ENSSSCG00000007554	ENSSSCG00000007554	Suss11
Ssus11-RPSA.5	1.17E-35	0.252173869	0.999	0.985	1.81E-31	5	Ssus11-RPSA	RPSA	Suss11
Ssus11-FITM1.4	1.22E-35	-0.276020272	0.013	0.164	1.88E-31	5	Ssus11-FITM1	FITM1	Suss11
Ssus11-PTX3.4	1.88E-35	-0.471736391	0.026	0.184	2.90E-31	5	Ssus11-PTX3	PTX3	Suss11
Ssus11-FBLN5.4	2.41E-35	-0.373458892	0.196	0.394	3.72E-31	5	Ssus11-FBLN5	FBLN5	Suss11
Ssus11-ACO2.5	2.46E-35	-0.706200428	0.369	0.53	3.79E-31	5	Ssus11-ACO2	ACO2	Suss11
Ssus11-LRRC39.4	2.94E-35	-0.275954329	0.009	0.158	4.53E-31	5	Ssus11-LRRC39	LRRC39	Suss11
Ssus11-ENSSSCG00000010212.4	3.53E-35	-0.275348539	0.017	0.169	5.44E-31	5	Ssus11-ENSSSCG00000010212	ENSSSCG00000010212	Suss11
Ssus11-TPM3.3	4.30E-35	0.396988178	0.563	0.394	6.63E-31	5	Ssus11-TPM3	TPM3	Suss11
Ssus11-ENSSSCG00000017164.4	4.55E-35	0.291859079	0.978	0.888	7.01E-31	5	Ssus11-ENSSSCG00000017164	ENSSSCG00000017164	Suss11
GRCh38-HSP90AA1.5	5.85E-35	-1.201406967	0.008	0.154	9.01E-31	5	GRCh38-HSP90AA1	HSP90AA1	GRCh38
Ssus11-MYO1F.4	6.12E-35	0.254602027	0.409	0.228	9.42E-31	5	Ssus11-MYO1F	MYO1F	Suss11
Ssus11-ATP6.5	7.12E-35	-1.231423806	1	0.998	1.10E-30	5	Ssus11-ATP6	ATP6	Suss11
Ssus11-GABARAPL1.3	7.18E-35	-0.308262656	0.106	0.29	1.11E-30	5	Ssus11-GABARAPL1	GABARAPL1	Suss11
Ssus11-PKIA.4	8.64E-35	-0.32069134	0.098	0.281	1.33E-30	5	Ssus11-PKIA	PKIA	Suss11
Ssus11-ACP2	8.86E-35	0.251101087	0.346	0.184	1.36E-30	5	Ssus11-ACP2	ACP2	Suss11
Ssus11-ACOT13.4	1.07E-34	-0.350866156	0.086	0.261	1.65E-30	5	Ssus11-ACOT13	ACOT13	Suss11
Ssus11-AGRN.1	1.12E-34	0.363217907	0.478	0.31	1.72E-30	5	Ssus11-AGRN	AGRN	Suss11
Ssus11-ENSSSCG00000004207.2	1.12E-34	-0.257082828	0.038	0.2	1.73E-30	5	Ssus11-ENSSSCG00000004207	ENSSSCG00000004207	Suss11
Ssus11-PPP1R3C.4	1.14E-34	-0.299815158	0.03	0.188	1.76E-30	5	Ssus11-PPP1R3C	PPP1R3C	Suss11
Ssus11-HSPA8.5	1.39E-34	-0.518992011	0.924	0.951	2.14E-30	5	Ssus11-HSPA8	HSPA8	Suss11
Ssus11-NCKAP1L.1	1.91E-34	0.28519989	0.341	0.184	2.94E-30	5	Ssus11-NCKAP1L	NCKAP1L	Suss11
Ssus11-RGS19.3	2.06E-34	0.325071416	0.466	0.29	3.17E-30	5	Ssus11-RGS19	RGS19	Suss11
Ssus11-MLIP.4	2.16E-34	-0.288995806	0.032	0.189	3.32E-30	5	Ssus11-MLIP	MLIP	Suss11
Ssus11-TRIM47.3	2.28E-34	0.327839832	0.495	0.314	3.52E-30	5	Ssus11-TRIM47	TRIM47	Suss11
Ssus11-BGN.3	2.50E-34	0.401074061	0.999	0.936	3.85E-30	5	Ssus11-BGN	BGN	Suss11
Ssus11-CDH13.5	2.53E-34	-0.392203061	0.101	0.276	3.90E-30	5	Ssus11-CDH13	CDH13	Suss11
Ssus11-FGD2.1	4.26E-34	0.288686031	0.314	0.164	6.56E-30	5	Ssus11-FGD2	FGD2	Suss11
Ssus11-NMRK2.4	4.34E-34	-0.26452711	0.005	0.146	6.69E-30	5	Ssus11-NMRK2	NMRK2	Suss11
Ssus11-PPA1	5.14E-34	0.313942762	0.327	0.178	7.91E-30	5	Ssus11-PPA1	PPA1	Suss11
Ssus11-ZBTB22	5.35E-34	0.270163302	0.374	0.211	8.24E-30	5	Ssus11-ZBTB22	ZBTB22	Suss11
Ssus11-NDRG4.4	5.61E-34	-0.32501762	0.047	0.209	8.64E-30	5	Ssus11-NDRG4	NDRG4	Suss11
Ssus11-LAP3	6.58E-34	0.387024369	0.517	0.359	1.01E-29	5	Ssus11-LAP3	LAP3	Suss11
Ssus11-GOT1.5	7.97E-34	-0.385861389	0.079	0.248	1.23E-29	5	Ssus11-GOT1	GOT1	Suss11
Ssus11-CTSZ.3	8.16E-34	0.360225307	0.787	0.675	1.26E-29	5	Ssus11-CTSZ	CTSZ	Suss11
Ssus11-KLHL41.4	8.39E-34	-0.27259605	0.02	0.169	1.29E-29	5	Ssus11-KLHL41	KLHL41	Suss11
Ssus11-SEPTIN9.3	1.02E-33	0.333794467	0.529	0.35	1.57E-29	5	Ssus11-SEPTIN9	SEPTIN9	Suss11
Ssus11-SLMAP.4	1.22E-33	-0.336121651	0.094	0.27	1.88E-29	5	Ssus11-SLMAP	SLMAP	Suss11
Ssus11-NAGA.3	1.69E-33	0.313871607	0.525	0.341	2.60E-29	5	Ssus11-NAGA	NAGA	Suss11
Ssus11-DES.5	2.18E-33	-1.229744992	0.732	0.801	3.35E-29	5	Ssus11-DES	DES	Suss11
Ssus11-NDUFB2.4	2.20E-33	-0.43770032	0.517	0.676	3.39E-29	5	Ssus11-NDUFB2	NDUFB2	Suss11
Ssus11-ADAMTS1.4	2.37E-33	-0.444553991	0.104	0.278	3.65E-29	5	Ssus11-ADAMTS1	ADAMTS1	Suss11
Ssus11-SPTBN1.5	3.56E-33	-0.402235204	0.37	0.552	5.48E-29	5	Ssus11-SPTBN1	SPTBN1	Suss11
Ssus11-FHOD3.2	4.08E-33	-0.269496912	0.046	0.207	6.28E-29	5	Ssus11-FHOD3	FHOD3	Suss11
Ssus11-ENSSSCG00000016737.4	7.60E-33	0.298025619	0.991	0.974	1.17E-28	5	Ssus11-ENSSSCG00000016737	ENSSSCG00000016737	Suss11
GRCh38-TTN.5	8.22E-33	-0.7070185	0.024	0.171	1.27E-28	5	GRCh38-TTN	TTN	GRCh38
Ssus11-DYNC1H1.1	8.78E-33	0.345707818	0.681	0.544	1.35E-28	5	Ssus11-DYNC1H1	DYNC1H1	Suss11
Ssus11-CFL2.4	8.87E-33	-0.347586211	0.137	0.315	1.37E-28	5	Ssus11-CFL2	CFL2	Suss11
Ssus11-SLC41A1.4	8.94E-33	-0.311128157	0.05	0.21	1.38E-28	5	Ssus11-SLC41A1	SLC41A1	Suss11
Ssus11-ATP5PF.4	1.03E-32	-0.431557127	0.805	0.881	1.58E-28	5	Ssus11-ATP5PF	ATP5PF	Suss11
Ssus11-ENSSSCG00000013366.5	1.08E-32	0.42850638	0.654	0.499	1.66E-28	5	Ssus11-ENSSSCG00000013366	ENSSSCG00000013366	Suss11
Ssus11-ENSSSCG00000013436.5	1.28E-32	-0.788996983	0.739	0.808	1.96E-28	5	Ssus11-ENSSSCG00000013436	ENSSSCG00000013436	Suss11
Ssus11-ENSSSCG00000032591.2	1.29E-32	0.374889063	0.507	0.338	1.99E-28	5	Ssus11-ENSSSCG00000032591	ENSSSCG00000032591	Suss11
Ssus11-NPPB.4	1.43E-32	-1.038797848	0.422	0.605	2.20E-28	5	Ssus11-NPPB	NPPB	Suss11
Ssus11-PPIB.4	1.48E-32	0.31926039	0.907	0.822	2.28E-28	5	Ssus11-PPIB	PPIB	Suss11
Ssus11-UQCRFS1.5	1.70E-32	-0.524432316	0.336	0.503	2.62E-28	5	Ssus11-UQCRFS1	UQCRFS1	Suss11
Ssus11-RBPMS.4	3.14E-32	-0.32805816	0.164	0.348	4.84E-28	5	Ssus11-RBPMS	RBPMS	Suss11
GRCh38-NPPA.5	3.66E-32	-1.219764068	0.042	0.193	5.64E-28	5	GRCh38-NPPA	NPPA	GRCh38
Ssus11-UQCRC2.5	3.73E-32	-0.373752778	0.141	0.318	5.74E-28	5	Ssus11-UQCRC2	UQCRC2	Suss11
GRCh38-CRYAB.5	4.09E-32	-1.376095775	0.026	0.171	6.30E-28	5	GRCh38-CRYAB	CRYAB	GRCh38
Ssus11-CHORDC1.2	5.91E-32	-0.321274366	0.08	0.244	9.10E-28	5	Ssus11-CHORDC1	CHORDC1	Suss11
Ssus11-MPP1.3	6.30E-32	0.305153082	0.493	0.319	9.71E-28	5	Ssus11-MPP1	MPP1	Suss11
Ssus11-FBXO40.4	7.29E-32	-0.278734691	0.025	0.17	1.12E-27	5	Ssus11-FBXO40	FBXO40	Suss11
Ssus11-COX5A.5	7.53E-32	-0.587732418	0.607	0.721	1.16E-27	5	Ssus11-COX5A	COX5A	Suss11
Ssus11-LAPTM5.3	7.90E-32	0.282160882	0.451	0.274	1.22E-27	5	Ssus11-LAPTM5	LAPTM5	Suss11
Ssus11-AK1.5	9.84E-32	-0.31878289	0.06	0.218	1.52E-27	5	Ssus11-AK1	AK1	Suss11
Ssus11-CAMK2A.5	1.02E-31	-0.309939304	0.027	0.171	1.58E-27	5	Ssus11-CAMK2A	CAMK2A	Suss11
Ssus11-DBNL.3	1.22E-31	0.294957432	0.466	0.293	1.89E-27	5	Ssus11-DBNL	DBNL	Suss11
Ssus11-ACTB.4	1.33E-31	0.488237314	0.47	0.299	2.04E-27	5	Ssus11-ACTB	ACTB	Suss11
Ssus11-CD53.2	1.47E-31	0.315974516	0.425	0.265	2.26E-27	5	Ssus11-CD53	CD53	Suss11
Ssus11-COX17.4	1.52E-31	-0.362286877	0.184	0.362	2.35E-27	5	Ssus11-COX17	COX17	Suss11
Ssus11-ZFAND5.5	2.06E-31	-0.363739224	0.25	0.434	3.18E-27	5	Ssus11-ZFAND5	ZFAND5	Suss11
Ssus11-MSR1.2	2.17E-31	0.26924669	0.321	0.174	3.35E-27	5	Ssus11-MSR1	MSR1	Suss11
Ssus11-CCL19.1	3.24E-31	0.335273697	0.314	0.169	4.99E-27	5	Ssus11-CCL19	CCL19	Suss11
Ssus11-SLC8A1.4	4.63E-31	-0.305660004	0.085	0.248	7.13E-27	5	Ssus11-SLC8A1	SLC8A1	Suss11
Ssus11-HSPB1.4	4.74E-31	-0.994007239	0.981	0.969	7.30E-27	5	Ssus11-HSPB1	HSPB1	Suss11
Ssus11-HSP90AB1.2	4.76E-31	-0.383142499	0.799	0.89	7.32E-27	5	Ssus11-HSP90AB1	HSP90AB1	Suss11
Ssus11-MCRIP2.3	7.75E-31	-0.344432135	0.093	0.255	1.19E-26	5	Ssus11-MCRIP2	MCRIP2	Suss11
Ssus11-SLPI	8.81E-31	0.377202393	0.294	0.158	1.36E-26	5	Ssus11-SLPI	SLPI	Suss11
Ssus11-PTP4A3.5	8.88E-31	-0.42415044	0.119	0.282	1.37E-26	5	Ssus11-PTP4A3	PTP4A3	Suss11
GRCh38-HSPA8.5	8.91E-31	-0.790668568	0.006	0.135	1.37E-26	5	GRCh38-HSPA8	HSPA8	GRCh38
GRCh38-HSPB1.5	9.13E-31	-1.51321328	0.061	0.213	1.41E-26	5	GRCh38-HSPB1	HSPB1	GRCh38
Ssus11-ETFDH.3	9.60E-31	-0.310856061	0.097	0.262	1.48E-26	5	Ssus11-ETFDH	ETFDH	Suss11
Ssus11-RETREG1.3	1.12E-30	-0.267739033	0.04	0.188	1.72E-26	5	Ssus11-RETREG1	RETREG1	Suss11
Ssus11-ROMO1.2	1.61E-30	-0.368141209	0.472	0.633	2.49E-26	5	Ssus11-ROMO1	ROMO1	Suss11
Ssus11-HSPA5.2	3.10E-30	-0.468175614	0.399	0.569	4.77E-26	5	Ssus11-HSPA5	HSPA5	Suss11
Ssus11-AP2A2.2	3.44E-30	0.319900396	0.608	0.44	5.29E-26	5	Ssus11-AP2A2	AP2A2	Suss11
Ssus11-GSDMD.3	3.53E-30	0.259639677	0.454	0.282	5.44E-26	5	Ssus11-GSDMD	GSDMD	Suss11
Ssus11-ND1.5	3.58E-30	-1.0627499	0.782	0.828	5.52E-26	5	Ssus11-ND1	ND1	Suss11
Ssus11-ND2.4	3.64E-30	-0.578719369	0.236	0.402	5.60E-26	5	Ssus11-ND2	ND2	Suss11
Ssus11-HADHA.5	4.49E-30	-0.447292382	0.434	0.588	6.92E-26	5	Ssus11-HADHA	HADHA	Suss11
Ssus11-RPL5.1	4.62E-30	-0.301054767	0.95	0.969	7.12E-26	5	Ssus11-RPL5	RPL5	Suss11
GRCh38-RPL41.5	5.03E-30	-1.24516942	0.063	0.215	7.74E-26	5	GRCh38-RPL41	RPL41	GRCh38
Ssus11-IVNS1ABP.3	5.07E-30	-0.369237499	0.171	0.341	7.81E-26	5	Ssus11-IVNS1ABP	IVNS1ABP	Suss11
Ssus11-DNAJB1.3	5.49E-30	-0.381496227	0.179	0.357	8.45E-26	5	Ssus11-DNAJB1	DNAJB1	Suss11
GRCh38-MT-ND3.5	6.76E-30	-1.09789742	0.038	0.18	1.04E-25	5	GRCh38-MT-ND3	MT-ND3	GRCh38
Ssus11-ATP5F1A.4	7.42E-30	-0.582586228	0.727	0.797	1.14E-25	5	Ssus11-ATP5F1A	ATP5F1A	Suss11
Ssus11-ASPDH.5	8.08E-30	-0.60773443	0.45	0.599	1.24E-25	5	Ssus11-ASPDH	ASPDH	Suss11
Ssus11-OLFML3.2	8.30E-30	0.341140791	0.699	0.54	1.28E-25	5	Ssus11-OLFML3	OLFML3	Suss11
Ssus11-CAV3.5	8.39E-30	-0.342823874	0.087	0.25	1.29E-25	5	Ssus11-CAV3	CAV3	Suss11
Ssus11-GEM.3	1.02E-29	-0.319074554	0.075	0.229	1.57E-25	5	Ssus11-GEM	GEM	Suss11
Ssus11-GUSB.3	1.28E-29	0.325607174	0.534	0.365	1.98E-25	5	Ssus11-GUSB	GUSB	Suss11
GRCh38-ACTC1.5	1.35E-29	-1.49772351	0.088	0.245	2.07E-25	5	GRCh38-ACTC1	ACTC1	GRCh38
Ssus11-ASAH1.2	1.64E-29	0.293966399	0.387	0.236	2.53E-25	5	Ssus11-ASAH1	ASAH1	Suss11
Ssus11-DTX3	1.69E-29	0.257009778	0.303	0.165	2.60E-25	5	Ssus11-DTX3	DTX3	Suss11
Ssus11-NDUFS4.4	2.96E-29	-0.394880489	0.261	0.431	4.56E-25	5	Ssus11-NDUFS4	NDUFS4	Suss11
Ssus11-SERTAD1.1	3.11E-29	0.301080405	0.473	0.319	4.78E-25	5	Ssus11-SERTAD1	SERTAD1	Suss11
Ssus11-RCAN1.3	3.38E-29	-0.342536895	0.098	0.256	5.20E-25	5	Ssus11-RCAN1	RCAN1	Suss11
Ssus11-TMBIM6.3	4.71E-29	0.328787359	0.812	0.723	7.26E-25	5	Ssus11-TMBIM6	TMBIM6	Suss11
Ssus11-ENSSSCG00000039731.3	8.06E-29	0.355231484	0.443	0.288	1.24E-24	5	Ssus11-ENSSSCG00000039731	ENSSSCG00000039731	Suss11
Ssus11-TINAGL1.4	1.26E-28	-0.41175073	0.28	0.45	1.94E-24	5	Ssus11-TINAGL1	TINAGL1	Suss11
GRCh38-TNNT2.5	1.34E-28	-1.197618907	0.072	0.22	2.07E-24	5	GRCh38-TNNT2	TNNT2	GRCh38
Ssus11-ATP1B1.4	1.39E-28	-0.34248872	0.161	0.33	2.14E-24	5	Ssus11-ATP1B1	ATP1B1	Suss11
Ssus11-TSC22D3.4	1.39E-28	-0.453004385	0.197	0.358	2.14E-24	5	Ssus11-TSC22D3	TSC22D3	Suss11
Ssus11-HSPB3.3	1.45E-28	-0.25587514	0.03	0.165	2.23E-24	5	Ssus11-HSPB3	HSPB3	Suss11
Ssus11-FBXO32.2	1.56E-28	-0.280482009	0.12	0.285	2.41E-24	5	Ssus11-FBXO32	FBXO32	Suss11
Ssus11-HSPA6.3	1.61E-28	-0.366917477	0.039	0.176	2.47E-24	5	Ssus11-HSPA6	HSPA6	Suss11
GRCh38-HSPA6.4	1.67E-28	-0.913632599	0	0.116	2.57E-24	5	GRCh38-HSPA6	HSPA6	GRCh38
Ssus11-ALDOA.3	2.08E-28	-0.413802608	0.241	0.405	3.21E-24	5	Ssus11-ALDOA	ALDOA	Suss11
Ssus11-LAIR1.2	2.36E-28	0.272635371	0.371	0.222	3.63E-24	5	Ssus11-LAIR1	LAIR1	Suss11
Ssus11-SLA-DRB1.2	2.36E-28	0.38111862	0.736	0.652	3.64E-24	5	Ssus11-SLA-DRB1	SLA-DRB1	Suss11
